,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
9228,Dumbo,40.703176328226924,-73.98875280745041,Brooklyn Bridge,40.70596749893083,-73.99670720100403,Bridge
9229,Dumbo,40.703176328226924,-73.98875280745041,Damascus Bakery,40.70289918976421,-73.98277044296265,Factory
9230,Dumbo,40.703176328226924,-73.98875280745041,Walt Whitman Park,40.69834018178774,-73.99030208587646,Park
9231,Dumbo,40.703176328226924,-73.98875280745041,1 Rooftop,40.7024073069215,-73.99540236037379,Roof Deck
9232,Dumbo,40.703176328226924,-73.98875280745041,Grimaldi's Pizzeria,40.70251245984901,-73.99314782720094,Pizza Place
9233,Dumbo,40.703176328226924,-73.98875280745041,Fruit Street Sitting Area,40.700109325410146,-73.9955484867096,Scenic Lookout
9234,Dumbo,40.703176328226924,-73.98875280745041,Randolph Beer,40.70054204495188,-73.98776909606464,Bar
9235,Dumbo,40.703176328226924,-73.98875280745041,Joe Coffee,40.6986734,-73.9943579,Coffee Shop
9236,Dumbo,40.703176328226924,-73.98875280745041,Cadman Plaza Park,40.6976894504753,-73.99068832397461,Park
9237,Dumbo,40.703176328226924,-73.98875280745041,Sushi Gallery,40.69759512293347,-73.99323607647035,Sushi Restaurant
9238,Dumbo,40.703176328226924,-73.98875280745041,Brooklyn Heights Promenade,40.69846219320118,-73.99670720100403,Scenic Lookout
9239,Dumbo,40.703176328226924,-73.98875280745041,Iron Chef House,40.697405738767394,-73.99256031665585,Japanese Restaurant
9240,Dumbo,40.703176328226924,-73.98875280745041,The Landing at Fulton Ferry,40.70329260466031,-73.99499541840301,Boat or Ferry
9241,Dumbo,40.703176328226924,-73.98875280745041,Heights Falafel,40.69844634300942,-73.99250785148237,Falafel Restaurant
9242,Dumbo,40.703176328226924,-73.98875280745041,"Under The Manhattan Bridge, Manhattan",40.709995137733934,-73.99046654875669,Other Great Outdoors
9243,Dumbo,40.703176328226924,-73.98875280745041,The Gatehouses at Kings County Distillery,40.69961282615776,-73.98021283555995,Whisky Bar
9244,Dumbo,40.703176328226924,-73.98875280745041,Brooklyn Bridge Park - Pier 2,40.69957016220183,-73.99793274204788,Park
9245,Dumbo,40.703176328226924,-73.98875280745041,Shibui,40.702738000000004,-73.981657,Antique Shop
9246,Dumbo,40.703176328226924,-73.98875280745041,Brookyn Bridge Park Greenway,40.70079974566844,-73.99695716067038,Park
9247,Dumbo,40.703176328226924,-73.98875280745041,Krank Brooklyn,40.69717884513223,-73.98232064895238,Gym / Fitness Center
9248,Dumbo,40.703176328226924,-73.98875280745041,Blue Marble Ice Cream,40.70283693041026,-73.99627425075094,Ice Cream Shop
9249,Dumbo,40.703176328226924,-73.98875280745041,Basketball City @ Pier 36,40.70981451283677,-73.98490951259578,Basketball Court
9250,Dumbo,40.703176328226924,-73.98875280745041,Brooklyn Historical Society,40.69494199303208,-73.9923327785124,History Museum
9251,Dumbo,40.703176328226924,-73.98875280745041,Clark's Restaurant,40.69753293863099,-73.9930435186682,Diner
9252,Dumbo,40.703176328226924,-73.98875280745041,Wegman’s Bar,40.698325,-73.979432,Bar
9253,Dumbo,40.703176328226924,-73.98875280745041,Celebrate Brooklyn - Pier 1,40.70160798282341,-73.99729870300504,Music Venue
9254,Dumbo,40.703176328226924,-73.98875280745041,Brooklyn Heights Social Club,40.702539499587054,-73.99563705721884,Hotel Bar
9255,Dumbo,40.703176328226924,-73.98875280745041,Wegmans,40.69863300880454,-73.97875785827637,Supermarket
9256,Dumbo,40.703176328226924,-73.98875280745041,Harriet’s,40.702377,-73.995688,Cocktail Bar
9257,Dumbo,40.703176328226924,-73.98875280745041,Brooklyn Bridge Bistro And Winebar,40.696594,-73.988312,Bistro
9258,Dumbo,40.703176328226924,-73.98875280745041,Squibb Park Bridge,40.70093897658024,-73.99602591991425,Bridge
9259,Dumbo,40.703176328226924,-73.98875280745041,East River Esplanade - Catherine St,40.70901533474947,-73.99618148803711,Park
9260,Dumbo,40.703176328226924,-73.98875280745041,McLaughlin Park,40.69638955764727,-73.98649517305151,Park
9261,Homecrest,40.598525095137255,-73.95918459428701,Donut Shoppe,40.59890460112716,-73.95624164085507,Donut Shop
9262,Homecrest,40.598525095137255,-73.95918459428701,Citizen Ink,40.59905671031633,-73.95542360263111,Tattoo Parlor
9263,Homecrest,40.598525095137255,-73.95918459428701,Kung Fu Tea (功夫茶),40.598626,-73.956542,Bubble Tea Shop
9264,Homecrest,40.598525095137255,-73.95918459428701,Cyber On U,40.59795370000001,-73.9621921,Other Repair Shop
9265,Homecrest,40.598525095137255,-73.95918459428701,El Mexicano Restaurante & Cafe Inc,40.5985425547682,-73.95635259929597,Mexican Restaurant
9266,Homecrest,40.598525095137255,-73.95918459428701,Stolovaya,40.59819153473893,-73.96255456694348,Russian Restaurant
9267,Homecrest,40.598525095137255,-73.95918459428701,"Golden ""Z"" Restaurant",40.59875836637706,-73.9570096033757,Chinese Restaurant
9268,Homecrest,40.598525095137255,-73.95918459428701,Phở Vietnam,40.59866746377794,-73.9584857506665,Vietnamese Restaurant
9269,Homecrest,40.598525095137255,-73.95918459428701,Phở Hoài Restaurant,40.599216638985304,-73.95242240802057,Vietnamese Restaurant
9270,Homecrest,40.598525095137255,-73.95918459428701,Bassett Caterers,40.592149284403725,-73.95590269926214,Restaurant
9271,Homecrest,40.598525095137255,-73.95918459428701,Sushi Bistro,40.599081521877366,-73.95257152868248,Sushi Restaurant
9272,Homecrest,40.598525095137255,-73.95918459428701,Net Cost Market,40.59537037006583,-73.95478956338778,Grocery Store
9273,Homecrest,40.598525095137255,-73.95918459428701,Anyway Cafe,40.59500036025735,-73.9546752528955,New American Restaurant
9274,Homecrest,40.598525095137255,-73.95918459428701,Fuciaana Asian Food & Crystal Grill,40.59637402417453,-73.96109823704106,Asian Restaurant
9275,Homecrest,40.598525095137255,-73.95918459428701,Fuji Hana,40.59761662440588,-73.96647413020186,Japanese Restaurant
9276,Homecrest,40.598525095137255,-73.95918459428701,Sultan Market,40.59482588231,-73.9506021826119,Food & Drink Shop
9277,Homecrest,40.598525095137255,-73.95918459428701,Ouri's Fruit,40.59759539859768,-73.96828499368868,Grocery Store
9278,Homecrest,40.598525095137255,-73.95918459428701,T&D Bakery,40.599975,-73.948278,Bakery
9279,Homecrest,40.598525095137255,-73.95918459428701,Lotus Bridal,40.59921390362938,-73.95273855472946,Bridal Shop
9280,Homecrest,40.598525095137255,-73.95918459428701,Walgreens,40.59318405659541,-73.96115988492971,Pharmacy
9281,Homecrest,40.598525095137255,-73.95918459428701,Popeyes Louisiana Kitchen,40.598271,-73.960803,Fried Chicken Joint
9282,Homecrest,40.598525095137255,-73.95918459428701,Russian Baths of Brooklyn,40.59402750422512,-73.95816237552837,Bath House
9283,Homecrest,40.598525095137255,-73.95918459428701,Romanoff Restaurant,40.59145728949263,-73.9607224041772,Restaurant
9284,Homecrest,40.598525095137255,-73.95918459428701,Chateau De Capitaine,40.5942086029116,-73.96110878837257,Seafood Restaurant
9285,Homecrest,40.598525095137255,-73.95918459428701,Carvel Ice Cream,40.58973,-73.960611,Ice Cream Shop
9286,Homecrest,40.598525095137255,-73.95918459428701,Chase Bank,40.59596,-73.961363,Bank
9287,Homecrest,40.598525095137255,-73.95918459428701,Coney Island Taste,40.59395707256311,-73.9609337284726,Peruvian Restaurant
9288,Homecrest,40.598525095137255,-73.95918459428701,Walgreens,40.607021199932944,-73.96214291453362,Pharmacy
9289,Homecrest,40.598525095137255,-73.95918459428701,Pirosmani,40.59962864526162,-73.94866689908794,Russian Restaurant
9290,Homecrest,40.598525095137255,-73.95918459428701,Kelly Park,40.603721322548544,-73.95797576113718,Playground
9291,Homecrest,40.598525095137255,-73.95918459428701,Omiya Sushi,40.599785490416004,-73.94786317239898,Japanese Restaurant
9292,Homecrest,40.598525095137255,-73.95918459428701,Cafe Venezia,40.59801951743878,-73.96391832312746,Café
9293,Homecrest,40.598525095137255,-73.95918459428701,SUBWAY,40.599125,-73.955927,Sandwich Place
9294,Homecrest,40.598525095137255,-73.95918459428701,Prince of Pizza,40.598438,-73.960958,Pizza Place
9295,Homecrest,40.598525095137255,-73.95918459428701,Subway,40.596282,-73.961507,Sandwich Place
9296,Homecrest,40.598525095137255,-73.95918459428701,Ginza Sushi Inc,40.592877888978116,-73.95005510859315,Sushi Restaurant
9297,Homecrest,40.598525095137255,-73.95918459428701,Baskin-Robbins,40.599398,-73.953019,Ice Cream Shop
9298,Homecrest,40.598525095137255,-73.95918459428701,Ka Ka Bakery,40.59889803232378,-73.9561624010064,Bakery
9299,Homecrest,40.598525095137255,-73.95918459428701,Trio Pizzeria,40.59929883000242,-73.95234699764336,Pizza Place
9300,Homecrest,40.598525095137255,-73.95918459428701,Three Star Restaurant,40.59904339871702,-73.95498692257671,American Restaurant
9301,Homecrest,40.598525095137255,-73.95918459428701,Wing Hing Seafood Restaurant,40.59850944116727,-73.95957022162729,Chinese Restaurant
9302,Homecrest,40.598525095137255,-73.95918459428701,Capital One Bank,40.599143,-73.955723,Bank
9303,Homecrest,40.598525095137255,-73.95918459428701,Art Elegant Nails,40.598533715874105,-73.95894110037048,Cosmetics Shop
9304,Homecrest,40.598525095137255,-73.95918459428701,Sushi MiKasa,40.59412047248599,-73.95878145550043,Sushi Restaurant
9305,Homecrest,40.598525095137255,-73.95918459428701,La Villita Mexican Restaurant,40.598712479798415,-73.95841390570061,Mexican Restaurant
9306,Homecrest,40.598525095137255,-73.95918459428701,Vito's Bakery & Grocery,40.5992758527919,-73.952040456163,Bakery
9307,Homecrest,40.598525095137255,-73.95918459428701,Dunkin',40.59789151894969,-73.96088057594983,Donut Shop
9308,Homecrest,40.598525095137255,-73.95918459428701,Spiros Restaurant,40.59958015109751,-73.95022537593206,Diner
9309,Homecrest,40.598525095137255,-73.95918459428701,Subway,40.59937229505739,-73.95286852938943,Sandwich Place
9310,Homecrest,40.598525095137255,-73.95918459428701,T-Mobile,40.59878076182028,-73.954918384552,Mobile Phone Shop
9311,Homecrest,40.598525095137255,-73.95918459428701,Dunkin',40.5952313564516,-73.95518041357211,Donut Shop
9312,Homecrest,40.598525095137255,-73.95918459428701,Chase Bank,40.5989394,-73.9537453,Bank
9313,Homecrest,40.598525095137255,-73.95918459428701,"Verizon Authorized Retailer, TCC",40.59116766153431,-73.9609064161778,Mobile Phone Shop
9314,Homecrest,40.598525095137255,-73.95918459428701,Dunkin',40.6068799,-73.9626958,Donut Shop
9315,Homecrest,40.598525095137255,-73.95918459428701,Luigi's Pizzeria,40.59906665957562,-73.95486945410663,Pizza Place
9316,Homecrest,40.598525095137255,-73.95918459428701,Myst Lounge  NY,40.606302,-73.96213900000001,Lounge
9317,Homecrest,40.598525095137255,-73.95918459428701,Sea Bay Seafood & Meat Market,40.5986693077929,-73.9587133012169,Grocery Store
9318,Homecrest,40.598525095137255,-73.95918459428701,Duane Reade,40.599001049535396,-73.95674094557762,Pharmacy
9319,Homecrest,40.598525095137255,-73.95918459428701,CTown Supermarkets,40.5992483760311,-73.95397423936629,Grocery Store
9320,Homecrest,40.598525095137255,-73.95918459428701,Red Lounge,40.59859171644498,-73.96135506396642,Lounge
9321,Homecrest,40.598525095137255,-73.95918459428701,Padishah,40.599090999999994,-73.951886,Russian Restaurant
9322,Homecrest,40.598525095137255,-73.95918459428701,Golden Sands Cafe Inc.,40.59930163198246,-73.95173737261551,Café
9323,Homecrest,40.598525095137255,-73.95918459428701,TD Bank,40.59871668530529,-73.95525165282834,Bank
9324,Homecrest,40.598525095137255,-73.95918459428701,The Art House,40.594291,-73.949985,Russian Restaurant
9325,Homecrest,40.598525095137255,-73.95918459428701,Chase Bank,40.607140120374865,-73.96152600646019,Bank
9326,Homecrest,40.598525095137255,-73.95918459428701,Aldo,40.607249,-73.961257,Shoe Store
9327,Homecrest,40.598525095137255,-73.95918459428701,Rite Aid,40.5992777,-73.9510008,Pharmacy
9328,Homecrest,40.598525095137255,-73.95918459428701,Yogurt City,40.598352,-73.96264000000001,Dessert Shop
9329,Homecrest,40.598525095137255,-73.95918459428701,TD Bank,40.5903382,-73.9608765,Bank
9330,Homecrest,40.598525095137255,-73.95918459428701,Kasai,40.595214,-73.9613,Steakhouse
9331,Homecrest,40.598525095137255,-73.95918459428701,Cafe Renaissance,40.606307,-73.96429599999999,Italian Restaurant
9332,Homecrest,40.598525095137255,-73.95918459428701,Liquor Island,40.594033,-73.961125,Liquor Store
9333,Homecrest,40.598525095137255,-73.95918459428701,Kelly park handball courts,40.60360198300747,-73.956632621773,Athletics & Sports
9334,Homecrest,40.598525095137255,-73.95918459428701,puebla super market,40.604226000000004,-73.954673,Grocery Store
9335,Homecrest,40.598525095137255,-73.95918459428701,Produce Market,40.604004127007755,-73.95336083294393,Grocery Store
9336,Homecrest,40.598525095137255,-73.95918459428701,Five Brothers Pizza,40.59130550730022,-73.96036928119476,Pizza Place
9337,Homecrest,40.598525095137255,-73.95918459428701,Beans and Crepes,40.59142878142221,-73.96133930844717,Eastern European Restaurant
9338,Homecrest,40.598525095137255,-73.95918459428701,Ediths Spa,40.590723,-73.955599,Spa
9339,Homecrest,40.598525095137255,-73.95918459428701,Jus By Julie,40.604561492445455,-73.96663132387224,Juice Bar
9340,Homecrest,40.598525095137255,-73.95918459428701,Horus Grill,40.60633787623896,-73.96488307551702,Lounge
9341,Highland Park,40.681998934517296,-73.890345709872,Highland Park,40.682002318507095,-73.88917283223061,Park
9342,Highland Park,40.681998934517296,-73.890345709872,Caterina Pizza,40.680558360178196,-73.88277842558055,Pizza Place
9343,Highland Park,40.681998934517296,-73.890345709872,North Brooklyn YMCA,40.68206570428481,-73.88916520696704,Gym / Fitness Center
9344,Highland Park,40.681998934517296,-73.890345709872,Mrs. Maxwell Bakery,40.6758922381967,-73.89443966823087,Bakery
9345,Highland Park,40.681998934517296,-73.890345709872,Little Caesars Pizza,40.678476,-73.888577,Pizza Place
9346,Highland Park,40.681998934517296,-73.890345709872,"Macorix Restaurant, Bar & Grill",40.67852256332315,-73.89646768569946,Latin American Restaurant
9347,Highland Park,40.681998934517296,-73.890345709872,Rico Chimi Cafeteria,40.67745574331367,-73.88638861631138,Sandwich Place
9348,Highland Park,40.681998934517296,-73.890345709872,McDonald's,40.67982955430789,-73.87916542970288,Fast Food Restaurant
9349,Highland Park,40.681998934517296,-73.890345709872,Caoba,40.678471,-73.896365,Latin American Restaurant
9350,Highland Park,40.681998934517296,-73.890345709872,Baskin-Robbins,40.678156849780244,-73.89834831654126,Ice Cream Shop
9351,Highland Park,40.681998934517296,-73.890345709872,CTown Supermarkets,40.67885686592929,-73.88860546052456,Grocery Store
9352,Highland Park,40.681998934517296,-73.890345709872,Cakeville USA,40.677462746256865,-73.8866846795692,Bakery
9353,Highland Park,40.681998934517296,-73.890345709872,Papa John's Pizza,40.676443,-73.889556,Pizza Place
9354,Highland Park,40.681998934517296,-73.890345709872,SUBWAY,40.673713705768456,-73.88833836799651,Sandwich Place
9355,Highland Park,40.681998934517296,-73.890345709872,GameStop,40.673711150401054,-73.88841924393014,Video Game Store
9356,Highland Park,40.681998934517296,-73.890345709872,Dunkin',40.67945277655429,-73.88049059755326,Donut Shop
9357,Highland Park,40.681998934517296,-73.890345709872,Baskin-Robbins,40.67943034102861,-73.88046173390097,Ice Cream Shop
9358,Highland Park,40.681998934517296,-73.890345709872,Family Dollar,40.681206,-73.879874,Discount Store
9359,Highland Park,40.681998934517296,-73.890345709872,Dunkin',40.68621498527899,-73.88015591898002,Donut Shop
9360,Highland Park,40.681998934517296,-73.890345709872,Tavares Restaurant,40.679396999999994,-73.88564699999999,Latin American Restaurant
9361,Highland Park,40.681998934517296,-73.890345709872,Dunkin',40.67814663409946,-73.89833663689706,Donut Shop
9362,Highland Park,40.681998934517296,-73.890345709872,Festac Grill,40.67554202148138,-73.89014873800367,African Restaurant
9363,Highland Park,40.681998934517296,-73.890345709872,Lilliam Restaurant,40.683051,-73.889334,Spanish Restaurant
9364,Highland Park,40.681998934517296,-73.890345709872,High Definition Fitness Center,40.67979957533884,-73.88149612070511,Gym / Fitness Center
9365,Highland Park,40.681998934517296,-73.890345709872,KFC,40.679959133333334,-73.879072,Fried Chicken Joint
9366,Highland Park,40.681998934517296,-73.890345709872,Richie's Gym,40.67786111510718,-73.88629411826246,Gym
9367,Highland Park,40.681998934517296,-73.890345709872,Regina's Pizzeria,40.67963937070923,-73.88525491684918,Pizza Place
9368,Highland Park,40.681998934517296,-73.890345709872,Malik Pharmacy,40.680065,-73.88485899999999,Pharmacy
9369,Highland Park,40.681998934517296,-73.890345709872,White Castle,40.67912374882722,-73.8812536687787,Fast Food Restaurant
9370,Highland Park,40.681998934517296,-73.890345709872,Happy Coffee Shop,40.676331,-73.89364599999999,Coffee Shop
9371,Highland Park,40.681998934517296,-73.890345709872,Nubreed Recordings,40.678576101803614,-73.8980936966358,Recording Studio
9372,Highland Park,40.681998934517296,-73.890345709872,Yogo Delight,40.689075946137905,-73.89123803096106,Ice Cream Shop
9373,Highland Park,40.681998934517296,-73.890345709872,U.S. Fried Chicken,40.676883000000004,-73.89788100000001,Fried Chicken Joint
9374,Highland Park,40.681998934517296,-73.890345709872,Nachos Mexican Cuisine,40.67588,-73.897636,Mexican Restaurant
9375,Highland Park,40.681998934517296,-73.890345709872,Jackie Robinson Parkway at Exit 2,40.690494223423975,-73.88944462252121,Intersection
9376,Highland Park,40.681998934517296,-73.890345709872,Crown Fried Chicken,40.68181382906068,-73.8785776308024,Fried Chicken Joint
9377,Highland Park,40.681998934517296,-73.890345709872,Atlantic Avenue & Georgia Avenue,40.67572662551328,-73.89757120462437,Nightclub
9378,Madison,40.60937770113766,-73.94841515328893,Pronto Pizza,40.60732679131113,-73.94304067273121,Pizza Place
9379,Madison,40.60937770113766,-73.94841515328893,Michael's Pastry Shop,40.60738531197826,-73.94337609670534,Dessert Shop
9380,Madison,40.60937770113766,-73.94841515328893,Michael's,40.607520171283014,-73.94304390996611,Italian Restaurant
9381,Madison,40.60937770113766,-73.94841515328893,Nagoya Sushi,40.610420177453136,-73.95443181531823,Sushi Restaurant
9382,Madison,40.60937770113766,-73.94841515328893,Memo Shish Kebab,40.61033215867134,-73.95486474037169,Mediterranean Restaurant
9383,Madison,40.60937770113766,-73.94841515328893,Dunkin',40.61051996545028,-73.95452012086679,Donut Shop
9384,Madison,40.60937770113766,-73.94841515328893,Highway Bagels,40.6106861,-73.953962,Bagel Shop
9385,Madison,40.60937770113766,-73.94841515328893,Studio 19 Salon & Spa,40.61052,-73.95501,Cosmetics Shop
9386,Madison,40.60937770113766,-73.94841515328893,Buckley's Restaurant and Catering,40.605006797156975,-73.94303131001274,American Restaurant
9387,Madison,40.60937770113766,-73.94841515328893,Marine Park Track,40.6074459029332,-73.93712734958784,Track
9388,Madison,40.60937770113766,-73.94841515328893,My Favorite Bagel,40.60999286911172,-73.94364162614673,Bagel Shop
9389,Madison,40.60937770113766,-73.94841515328893,Marine Park Playground,40.607404025197226,-73.9383316040039,Playground
9390,Madison,40.60937770113766,-73.94841515328893,Aksaray Gyro,40.60992419079359,-73.95757702956708,Middle Eastern Restaurant
9391,Madison,40.60937770113766,-73.94841515328893,King's Pizza,40.608538749073205,-73.95726770068309,Pizza Place
9392,Madison,40.60937770113766,-73.94841515328893,Nora's Park Bench Cafe,40.61213859800751,-73.9408660129009,American Restaurant
9393,Madison,40.60937770113766,-73.94841515328893,Natural Balance Massage & Wellness Center,40.612069602556964,-73.94102089424322,Spa
9394,Madison,40.60937770113766,-73.94841515328893,Chipotle Mexican Grill,40.60849875894529,-73.95935606440071,Burrito Place
9395,Madison,40.60937770113766,-73.94841515328893,Taste Of Georgia,40.60989030377894,-73.95560435123909,Bakery
9396,Madison,40.60937770113766,-73.94841515328893,Cafe Hadar,40.617410422292224,-73.9453687346826,Restaurant
9397,Madison,40.60937770113766,-73.94841515328893,Harbor Fitness GO,40.615389284949785,-73.94446084552465,Gym
9398,Madison,40.60937770113766,-73.94841515328893,Jazz. Club,40.61530735813873,-73.95474991497144,Jazz Club
9399,Madison,40.60937770113766,-73.94841515328893,T Fusion Steakhouse,40.61331925173722,-73.93915420782331,Steakhouse
9400,Madison,40.60937770113766,-73.94841515328893,Baskin-Robbins,40.61052689228076,-73.95454340693692,Ice Cream Shop
9401,Madison,40.60937770113766,-73.94841515328893,Kings Games,40.60836313032966,-73.95810302831897,Video Game Store
9402,Madison,40.60937770113766,-73.94841515328893,Vitamin Shoppe,40.608147,-73.9592689,Supplement Shop
9403,Madison,40.60937770113766,-73.94841515328893,Rolls Sushi & Salad,40.612697,-73.943839,Sushi Restaurant
9404,Madison,40.60937770113766,-73.94841515328893,T-Mobile,40.60873914512575,-73.95884916186333,Mobile Phone Shop
9405,Madison,40.60937770113766,-73.94841515328893,AT&T,40.61065591108016,-73.95424375390138,Mobile Phone Shop
9406,Madison,40.60937770113766,-73.94841515328893,King's Gourmet Food,40.60885500208042,-73.95799234887735,Gourmet Shop
9407,Madison,40.60937770113766,-73.94841515328893,Dunkin',40.610586,-73.95451700000001,Donut Shop
9408,Madison,40.60937770113766,-73.94841515328893,CVS pharmacy,40.609305,-73.957301,Pharmacy
9409,Madison,40.60937770113766,-73.94841515328893,Chase Bank,40.60925623423396,-73.95613809325408,Bank
9410,Madison,40.60937770113766,-73.94841515328893,GNC,40.60839102253802,-73.9589974591815,Pharmacy
9411,Madison,40.60937770113766,-73.94841515328893,Domino Supermarket,40.61015257841749,-73.95493368704989,Deli / Bodega
9412,Madison,40.60937770113766,-73.94841515328893,Chase Bank,40.60927,-73.957584,Bank
9413,Madison,40.60937770113766,-73.94841515328893,Big Banana,40.60980092962686,-73.95607161093096,Grocery Store
9414,Madison,40.60937770113766,-73.94841515328893,Hot Bagels & Bialys,40.60930206498516,-73.95692498164854,Bagel Shop
9415,Madison,40.60937770113766,-73.94841515328893,Marshalls,40.607712,-73.959312,Department Store
9416,Madison,40.60937770113766,-73.94841515328893,Sushi Meshuga,40.60985805551766,-73.95656241796279,Sushi Restaurant
9417,Madison,40.60937770113766,-73.94841515328893,Starbucks,40.6087822,-73.95859736,Coffee Shop
9418,Madison,40.60937770113766,-73.94841515328893,J&R Pizza,40.61044020590256,-73.95417350233517,Pizza Place
9419,Madison,40.60937770113766,-73.94841515328893,Vesuvius Pizza,40.609814,-73.95527,Pizza Place
9420,Madison,40.60937770113766,-73.94841515328893,The Children's Place,40.608521,-73.95948800000001,Kids Store
9421,Madison,40.60937770113766,-73.94841515328893,7-Eleven,40.6025075654576,-73.9425185322761,Convenience Store
9422,Madison,40.60937770113766,-73.94841515328893,Duane Reade,40.6086292,-73.959012,Pharmacy
9423,Madison,40.60937770113766,-73.94841515328893,T.J. Maxx,40.6092298,-73.9585137,Department Store
9424,Madison,40.60937770113766,-73.94841515328893,Modell's Sporting Goods,40.609283,-73.95729,Sporting Goods Shop
9425,Madison,40.60937770113766,-73.94841515328893,Dunkin',40.60878810477209,-73.95753356815169,Donut Shop
9426,Madison,40.60937770113766,-73.94841515328893,Target,40.60768734972339,-73.95923666680783,Big Box Store
9427,Madison,40.60937770113766,-73.94841515328893,Perizia Kosher Pizza,40.609745000000004,-73.95769200000001,Pizza Place
9428,Madison,40.60937770113766,-73.94841515328893,iKimchi,40.608760551258385,-73.95859566846099,Food Truck
9429,Madison,40.60937770113766,-73.94841515328893,Dunkin',40.60847876864524,-73.95844958497025,Donut Shop
9430,Madison,40.60937770113766,-73.94841515328893,Sunflower Cafe - Brooklyn,40.60804923530731,-73.9600991144692,Restaurant
9431,Madison,40.60937770113766,-73.94841515328893,Verizon,40.609595,-73.9567205,Mobile Phone Shop
9432,Madison,40.60937770113766,-73.94841515328893,Pizza Nosh,40.61575633141513,-73.94467178505906,Pizza Place
9433,Madison,40.60937770113766,-73.94841515328893,Jomart Chocolates,40.607568,-73.943569,Candy Store
9434,Madison,40.60937770113766,-73.94841515328893,New York Sports Club,40.6095467,-73.958583,Gym / Fitness Center
9435,Madison,40.60937770113766,-73.94841515328893,Panda Garden,40.609177105451614,-73.94058884656324,Chinese Restaurant
9436,Madison,40.60937770113766,-73.94841515328893,CVS pharmacy,40.61636444224716,-73.94509078747798,Pharmacy
9437,Madison,40.60937770113766,-73.94841515328893,Met Food,40.6138203705362,-73.93811738716033,Grocery Store
9438,Erasmus,40.64692606658579,-73.94817709920184,Exquisite Delight,40.64909065673373,-73.94924266662322,Caribbean Restaurant
9439,Erasmus,40.64692606658579,-73.94817709920184,Nostrand Health Foods,40.64909203083852,-73.94924301932052,Juice Bar
9440,Erasmus,40.64692606658579,-73.94817709920184,Bad Gym,40.650007,-73.95,Gym / Fitness Center
9441,Erasmus,40.64692606658579,-73.94817709920184,Jus Juice,40.65220753942581,-73.94972287014488,Juice Bar
9442,Erasmus,40.64692606658579,-73.94817709920184,"Courts (Furniture, Electronics, & Appliances)",40.650436,-73.950608,Furniture / Home Store
9443,Erasmus,40.64692606658579,-73.94817709920184,Tastee Pattee,40.65085031485275,-73.94783833098445,Caribbean Restaurant
9444,Erasmus,40.64692606658579,-73.94817709920184,Kings Theatre,40.64610998195542,-73.95717452942507,Theater
9445,Erasmus,40.64692606658579,-73.94817709920184,Bake & Things Restaurant,40.650835325748616,-73.94477708287842,Caribbean Restaurant
9446,Erasmus,40.64692606658579,-73.94817709920184,Nostrand Donut Shop,40.651030148976496,-73.94945706353984,Donut Shop
9447,Erasmus,40.64692606658579,-73.94817709920184,Caribbean Vibes,40.65122708582081,-73.94967451055449,Caribbean Restaurant
9448,Erasmus,40.64692606658579,-73.94817709920184,Cocoa Mane Hair Salon,40.641076821495226,-73.95138380625646,Salon / Barbershop
9449,Erasmus,40.64692606658579,-73.94817709920184,The Yoga Studio,40.65,-73.95,Yoga Studio
9450,Erasmus,40.64692606658579,-73.94817709920184,Taste the Tropics,40.64046694043823,-73.94860803047597,Ice Cream Shop
9451,Erasmus,40.64692606658579,-73.94817709920184,Island Express,40.64711056993405,-73.95810792209716,Caribbean Restaurant
9452,Erasmus,40.64692606658579,-73.94817709920184,Cafe Omar,40.64336018302179,-73.94902256804588,Music Venue
9453,Erasmus,40.64692606658579,-73.94817709920184,Crunch Flatbush,40.64579776452774,-73.95814920981692,Gym / Fitness Center
9454,Erasmus,40.64692606658579,-73.94817709920184,MaCdonalds Avenue Playground,40.65000995883115,-73.94993987580132,Playground
9455,Erasmus,40.64692606658579,-73.94817709920184,Domino's Pizza,40.648009,-73.948977,Pizza Place
9456,Erasmus,40.64692606658579,-73.94817709920184,Nio's Trinidad Roti Shop,40.65063843199367,-73.95233805638496,Caribbean Restaurant
9457,Erasmus,40.64692606658579,-73.94817709920184,Dollar Tree,40.63974522510499,-73.9525098535966,Discount Store
9458,Erasmus,40.64692606658579,-73.94817709920184,GameStop,40.64814509119778,-73.95817688107589,Video Game Store
9459,Erasmus,40.64692606658579,-73.94817709920184,FIB Tattoo Bar,40.645226,-73.957701,Bar
9460,Erasmus,40.64692606658579,-73.94817709920184,La Cabana Rodriguez,40.64488046257956,-73.95800659896858,Latin American Restaurant
9461,Erasmus,40.64692606658579,-73.94817709920184,Subway,40.64911275825816,-73.94926321365232,Sandwich Place
9462,Erasmus,40.64692606658579,-73.94817709920184,Rite Aid,40.6508742,-73.9506628,Pharmacy
9463,Erasmus,40.64692606658579,-73.94817709920184,Sip unWINE,40.64093907269365,-73.95596143959979,Caribbean Restaurant
9464,Erasmus,40.64692606658579,-73.94817709920184,IHOP,40.65053995805408,-73.95720925514986,Breakfast Spot
9465,Erasmus,40.64692606658579,-73.94817709920184,Lucky 7 Deli & Grocery,40.63873144154559,-73.94827021505316,Deli / Bodega
